Sample no.,Latitude,Longitude,Elevation,id,Species,Date,Time,Note,% dieback,Seed,Seed_amount,,,,,,,,,,,,,,
MON0860,-36.454847,148.393624,1236.291626,844,E. pauciflora,17/02/2021,1521,"Medium, large ",0,Yes,0.7,,,,,,,,,,,,,,
MON0861,-36.454842,148.39357,1233.2323,845,E. dalrympleana,17/02/2021,1522,Medium,0,No,NA,,,,,,,,,,,,,,
MON0862,-36.462162,148.382528,1255.508667,846,E. dalrympleana,17/02/2021,1530,Young,0,No,NA,,,,,,,,,,,,,,
MON0863,-36.462163,148.382507,1257.563965,847,E. stellulata,17/02/2021,1531,Young,0,No,NA,,,,,,,,,,,,,,
MON0864,-36.462168,148.382511,1262.010254,848,E. pauciflora,17/02/2021,1532,Medium,0,No,NA,,,,,,,,,,,,,,
MON0865,-36.468591,148.374278,1276.697632,849,E. pauciflora,17/02/2021,1539,Medium,0,Yes,0.75,,,,,,,,,,,,,,
MON0866,-36.468592,148.374278,1277.779297,850,E. dalrympleana,17/02/2021,1540,Young,5,No,NA,,,,,,,,,,,,,,
MON0867,-36.475073,148.366267,1292.434204,851,E. stellulata,17/02/2021,1549,Young,0,Yes,0.33,,,,,,,,,,,,,,
MON0868,-36.475063,148.366242,1289.112915,852,E. pauciflora,17/02/2021,1551,Young,0,Yes,0.6,,,,,,,,,,,,,,
MON0869,-36.475067,148.366254,1293.022095,853,E. dalrympleana,17/02/2021,1551,Medium,0,Yes,NA,,,,,,,,,,,,,,
MON0870,-36.47805,148.359575,1281.238159,854,E. pauciflora,17/02/2021,1600,Young,NA,No,NA,,,,,,,,,,,,,,
MON0871,-36.478057,148.359652,1288.487427,855,E. dalrympleana,17/02/2021,1559,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0873,-36.478055,148.359584,1282.085571,856,E. stellulata,17/02/2021,1601,Small,NA,No,NA,,,,,,,,,,,,,,
MON0875,-36.482524,148.34852,1328.209229,857,E. dalrympleana,17/02/2021,1609,Young,0,No,NA,,,,,,,,,,,,,,
MON0876,-36.482483,148.348553,1323.833862,858,E. pauciflora,17/02/2021,1611,Young,0,No,NA,,,,,,,,,,,,,,
MON0877,-36.482499,148.348503,1322.565918,859,E. stellulata,17/02/2021,1611,Small,0,Yes,0.5,,,,,,,,,,,,,,
MON0878,-36.166447,148.655335,1140.406128,860,E. stellulata,18/02/2021,1345,Old,40,Yes,0.1,,,,,,,,,,,,,,
MON0879,-36.165627,148.65665,1133.508667,861,E. rubida,18/02/2021,1348,Very large,10,Yes,<0.1,,,,,,,,,,,,,,
MON0880,-36.165097,148.6578,1140.312866,862,E. pauciflora,18/02/2021,1351,Young,5,Yes,0.1,,,,,,,,,,,,,,
MON0881,-36.163277,148.669391,1154.6875,863,E. pauciflora,18/02/2021,1357,Very large,40,Yes,0.3,,,,,,,,,,,,,,
MON0882,-36.162924,148.671844,1162.128052,864,E. stellulata,18/02/2021,1400,Very large,50,Yes,0.33,,,,,,,,,,,,,,
MON0883,-36.159951,148.678121,1172.5177,865,E. pauciflora,18/02/2021,1404,Young,0,No,NA,,,,,,,,,,,,,,
MON0884,-36.156973,148.682282,1201.221191,866,E. pauciflora,18/02/2021,1408,Medium,0,Yes,1.2,,,,,,,,,,,,,,
MON0885,-36.157766,148.685406,1190.749756,867,E. stellulata,18/02/2021,1411,Young,0,No,NA,,,,,,,,,,,,,,
MON0886,-36.162119,148.690899,1209.465332,868,E. pauciflora,18/02/2021,1415,Small,0,Yes,NA,,,,,,,,,,,,,,
MON0887,-36.171213,148.698614,1258.381836,869,E. pauciflora,18/02/2021,1421,Medium,5,Yes,0.75,,,,,,,,,,,,,,
MON0888,-36.173698,148.700999,1253.582153,870,E. stellulata,18/02/2021,1425,Very large,40,Yes,0.44,,,,,,,,,,,,,,
MON0889,-36.17777,148.707223,1288.201782,871,E. pauciflora,18/02/2021,1430,Large,10,Yes,1,,,,,,,,,,,,,,
MON0890,-36.176235,148.708722,1281.772949,872,E. stellulata,18/02/2021,1434,Medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0891,-36.176055,148.708978,1283.687988,873,E. pauciflora,18/02/2021,1438,Large,5,Yes,0.5,,,,,,,,,,,,,,
MON0892,-36.170574,148.718418,1318.76416,874,E. pauciflora,18/02/2021,1443,Medium,10,Yes,0.2,,,,,,,,,,,,,,
MON0893,-36.170474,148.718746,1323.59668,875,E. dalrympleana,18/02/2021,1446,Medium,5,No,NA,,,,,,,,,,,,,,
MON0894,-36.169485,148.721736,1326.001709,876,E. pauciflora,18/02/2021,1450,Large,30,Yes,1.8,,,,,,,,,,,,,,
MON0895,-36.17086,148.723632,1317.587402,877,E. pauciflora,18/02/2021,1456,Large,15,Yes,NA,,,,,,,,,,,,,,
MON0896,-36.176896,148.73283,1290.847046,878,E. pauciflora,18/02/2021,1503,Medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0897,-36.1779825,148.7375095,1270.401856,879,E. stellulata,18/02/2021,1506,"Large, Location estimate  ",20,Yes,<0.1,,,,,,,,,,,,,,
MON0898,-36.179069,148.742189,1249.956665,880,E. pauciflora,18/02/2021,1509,Medium,0,Yes,NA,,,,,,,,,,,,,,
MON0899,-36.196083,148.761876,1312.394653,881,E. pauciflora,18/02/2021,1519,very large,10,Yes,NA,,,,,,,,,,,,,,
MON0900,-36.198272,148.765489,1313.959839,882,E. rubida,18/02/2021,1523,Large,5,No,NA,,,,,,,,,,,,,,
MON0901,-36.198909,148.767686,1296.349854,883,E. pauciflora,18/02/2021,1534,Medium/large,5,Yes,0.1,,,,,,,,,,,,,,
MON0902,-36.198258,148.770851,1283.732666,884,E. dalrympleana,18/02/2021,1541,Large,0,No,NA,,,,,,,,,,,,,,
MON0903,-36.198204,148.773134,1271.609009,885,E. stellulata,18/02/2021,1545,Medium/large,0,Yes,0.2,,,,,,,,,,,,,,
MON0904,-36.1983635,148.7738045,1265.781739,886,E. pauciflora,18/02/2021,1548,young,0,No,NA,,,,,,,,,,,,,,
MON0905,-36.198523,148.774475,1259.954468,887,E. dalrympleana,18/02/2021,1552,Large,10,No,0.1,,,,,,,,,,,,,,
MON0906,-36.203295,148.77606,1215.39563,888,E. dalrympleana,18/02/2021,1558,Medium,5,Yes,<0.1,,,,,,,,,,,,,,
MON0907,-36.203294,148.776068,1214.050903,889,E. pauciflora,18/02/2021,1559,Small/medium,0,No,NA,,,,,,,,,,,,,,
MON0908,-36.203875,148.780745,1196.090332,890,E. stellulata,18/02/2021,1602,Medium/large,10,Yes,<0.1,,,,,,,,,,,,,,
MON0909,-36.20402,148.782038,1192.524658,891,E. pauciflora,18/02/2021,1605,Large,10,Yes,0.5,,,,,,,,,,,,,,
MON0910,-36.2065555,148.787671,1183.142822,892,E. dalrympleana,18/02/2021,1610,Medium/large. Location estimate,15,No,NA,,,,,,,,,,,,,,
MON0911,-36.209091,148.793304,1173.760986,893,E. stellulata,18/02/2021,1614,Large,5,Yes,<0.1,,,,,,,,,,,,,,
MON0912,-36.209114,148.793304,1174.08667,894,E. pauciflora,18/02/2021,1615,medium,0,Yes,0,,,,,,,,,,,,,,
MON0913,-36.212237,148.801157,1190.339355,895,E. dalrympleana,18/02/2021,1621,Medium,5,No,NA,,,,,,,,,,,,,,
MON0914,-36.212239,148.801147,1189.435303,896,E. pauciflora,18/02/2021,1621,Medium,30,Yes,<0.1,,,,,,,,,,,,,,
MON0915,-36.212398,148.802247,1186.182251,897,E. stellulata,18/02/2021,1623,Small/medium,5,Yes,<0.1,,,,,,,,,,,,,,
MON0916,-36.213857,148.806694,1194.240723,898,E. rubida,18/02/2021,1632,Large,10,No,NA,,,,,,,,,,,,,,
MON0917,-36.213862,148.806678,1194.376343,899,E. pauciflora,18/02/2021,1633,Medium,10,Yes,<0.1,,,,,,,,,,,,,,
MON0918,-36.217011,148.81043,1178.500122,900,E. stellulata,18/02/2021,1638,Medium,5,Yes,<0.1,,,,,,,,,,,,,,
MON0919,-36.2177035,148.811738,1167.903443,901,E. pauciflora,18/02/2021,1642,Medium. Location estimate,0,Yes,<0.1,,,,,,,,,,,,,,
MON0920,-36.218396,148.813046,1157.306763,902,E. rubida,18/02/2021,1647,Young,3,No,NA,,,,,,,,,,,,,,
MON0921,-36.219608,148.816404,1148.31311,903,E. stellulata,18/02/2021,1651,Medium/large,10,No,<0.1,,,,,,,,,,,,,,
MON0922,-36.221649,148.82713,1153.930542,904,E. pauciflora,18/02/2021,1655,Medium,5,Yes,0,,,,,,,,,,,,,,
MON0923,-36.221602,148.831768,1177.566528,905,E. stellulata,19/02/2021,957,Medium,5,Yes,0.33,,,,,,,,,,,,,,
MON0924,-36.222113,148.833487,1183.560913,906,E. pauciflora,19/02/2021,1000,Medium/large,2,Yes,0.5,,,,,,,,,,,,,,
MON0925,-36.22224,148.833923,1183.906982,907,E. rubida,19/02/2021,1005,Juvenile,NA,No,NA,,,,,,,,,,,,,,
MON0926,-36.222974,148.836407,1188.452026,908,E. stellulata,19/02/2021,1007,Medium,5,Yes,0.1,,,,,,,,,,,,,,
MON0927,-36.222759,148.839743,1209.800903,909,E. rubida,19/02/2021,1010,Medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0928,-36.222495,148.83965,1208.127441,910,E. pauciflora,19/02/2021,1012,Young,0,Yes,0.33,,,,,,,,,,,,,,
MON0929,-36.222208,148.846098,1226.844604,911,E. pauciflora,19/02/2021,1017,Medium/large,3,Yes,0.33,,,,,,,,,,,,,,
MON0930,-36.225899,148.855628,1235.726929,912,E. rubida,19/02/2021,1026,Medium/large,0,No,NA,,,,,,,,,,,,,,
MON0931,-36.225897,148.855608,1236.012207,913,E. pauciflora,19/02/2021,1024,Small/medium,10,Yes,0.3,,,,,,,,,,,,,,
MON0932,-36.232674,148.862776,1244.140015,914,E. pauciflora,19/02/2021,1036,Young,0,Yes,0.1,,,,,,,,,,,,,,
MON0933,-36.232675,148.862749,1243.328125,915,E. rubida,19/02/2021,1037,Young,5,No,NA,,,,,,,,,,,,,,
MON0934,-36.236806,148.86883,1201.470825,916,E. viminalis,19/02/2021,1043,Large,10,No,NA,,,,,,,,,,,,,,
MON0935,-36.240045,148.873097,1160.214111,917,E. viminalis,19/02/2021,1047,Young,10,No,NA,,,,,,,,,,,,,,
MON0936,-36.242251,148.878988,1154.977905,918,E. viminalis,19/02/2021,1053,Medium/large,10,Yes,<0.1,,,,,,,,,,,,,,
MON0937,-36.243215,148.883043,1142.766357,919,E. stellulata,19/02/2021,1056,Large old,30,Yes,NA,,,,,,,,,,,,,,
MON0938,-36.24399,148.885468,1141.935059,920,E. viminalis,19/02/2021,1101,Young,10,No,NA,,,,,,,,,,,,,,
MON0939,-36.246329,148.890334,1132.250732,921,E. viminalis,19/02/2021,1107,Medium,10,Yes,NA,,,,,,,,,,,,,,
MON0940,-36.248518,148.938707,1003.064453,922,E. viminalis,19/02/2021,1115,Medium/large,5,No,<0.1,,,,,,,,,,,,,,
MON0941,-36.248557,148.938958,1011.057007,923,E. pauciflora,19/02/2021,1119,Young,0,Yes,0.3,,,,,,,,,,,,,,
MON0942,-36.248474,148.943036,1024.39502,924,E. viminalis,19/02/2021,1125,Small/medium,0,No,NA,,,,,,,,,,,,,,
MON0943,-36.248309,148.946569,1027.309082,925,E. pauciflora,19/02/2021,1128,Medium/large,5,Yes,0.3,,,,,,,,,,,,,,
MON0944,-36.24799,148.952889,1040.621094,926,E. stellulata,19/02/2021,1135,Young,0,Yes,0.1,,,,,,,,,,,,,,
MON0945,-36.248002,148.952878,1038.709961,927,E. pauciflora,19/02/2021,1135,Young,0,Yes,0.1,,,,,,,,,,,,,,
MON0947,-36.247996,148.952876,1038.835327,928,E. viminalis,19/02/2021,1138,"Young, heaps of flowers",0,Yes,NA,,,,,,,,,,,,,,
MON0948,-36.246622,148.958362,1015.862732,929,E. viminalis,19/02/2021,1145,Young,0,No,NA,,,,,,,,,,,,,,
MON0949,-36.246639,148.958358,1020.080139,930,E. pauciflora,19/02/2021,1146,Young,0,Yes,NA,,,,,,,,,,,,,,
MON0950,-36.245266,148.964038,1010.68988,931,E. stellulata,19/02/2021,1150,Medium/large,30,Yes,0.3,,,,,,,,,,,,,,
MON0951,-36.245439,148.96472,1011.863953,932,E. viminalis,19/02/2021,1153,"Small/medium, flowery ",0,No,NA,,,,,,,,,,,,,,
MON0952,-36.246852,148.970726,992.281677,933,E. viminalis,19/02/2021,1159,Young,0,Yes,0.1,,,,,,,,,,,,,,
MON0953,-36.247203,148.972792,991.515259,934,E. pauciflora,19/02/2021,1203,medium/large,NA,Yes,NA,,,,,,,,,,,,,,
MON0954,-36.249706,148.977077,975.471008,935,E. viminalis,19/02/2021,1208,"young, medium",90,No,NA,,,,,,,,,,,,,,
MON0955,-36.25344,148.983623,948.127441,936,E. viminalis,19/02/2021,1214,"Small, chewed bu no dieback ",0,No,NA,,,,,,,,,,,,,,
MON0956,-36.253414,148.983622,948.121643,937,E. pauciflora,19/02/2021,1213,Large old,20,Yes,0.4,,,,,,,,,,,,,,
MON0957,-36.254118,148.989725,928.69751,938,E. pauciflora,19/02/2021,1217,Medium,0,Yes,<0.1,,,,,,,,,,,,,,
MON0958,-36.240387,149.098682,876.549316,939,E. rubida,19/02/2021,1402,Small,5,Yes,<0.1,,,,,,,,,,,,,,
MON0959,-36.240381,149.098697,880.708191,940,E. pauciflora,19/02/2021,1406,,,Yes,NA,,,,,,,,,,,,,,
MON0960,-36.24162,149.09023,917.18158,941,E. viminalis,19/02/2021,1413,Medium,0,Yes,1.7,,,,,,,,,,,,,,
MON0961,-36.2414305,149.083955,939.8058475,942,E. rubida,19/02/2021,1416,Large. Location estimate,50,No,NA,,,,,,,,,,,,,,
MON0962,-36.241241,149.07768,962.430115,943,E. viminalis,19/02/2021,1419,Medium,10,No,NA,,,,,,,,,,,,,,
MON0963,-36.24504,149.056028,940.983337,944,E. viminalis,19/02/2021,1426,Very large,0,No,NA,,,,,,,,,,,,,,
MON0964,-36.24927,149.045836,926.455017,945,E. pauciflora,19/02/2021,1436,Medium/large,10,Yes,NA,,,,,,,,,,,,,,
MON0965,-36.307444,148.942307,943.041443,946,E. pauciflora,19/02/2021,1447,Medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0966,-36.312048,148.886981,930.597229,947,E. viminalis,19/02/2021,1455,Medium,10,No,NA,,,,,,,,,,,,,,
MON0967,-36.322744,148.890039,879.245667,948,E. pauciflora,19/02/2021,1500,Old,30,Yes,1,,,,,,,,,,,,,,
MON0968,-36.37269,148.851513,864,949,E. pauciflora,19/02/2021,1515,Old. Location estimate,30,Yes,NA,,,,,,,,,,,,,,
MON0969,-36.37269,148.851513,864,950,E. pauciflora,19/02/2021,1515,"Medium, large. E. lacrumans? Cemetry. Thin leaves, red tips on buds. Planted? Location Estimate",0,Yes,0.5,,,,,,,,,,,,,,
MON0970,-36.372012,148.849146,938.13031,951,E. viminalis,19/02/2021,1527,Large,30,Yes,NA,,,,,,,,,,,,,,
MON0971,-36.372167,148.80533,893.316467,952,E. pauciflora,19/02/2021,1545,Young sapling,0,No,NA,,,,,,,,,,,,,,
MON0972,-36.370241,148.796906,906.433472,953,E. viminalis,19/02/2021,1549,Very large,60,No,NA,,,,,,,,,,,,,,
MON0973,-36.37,148.795925,916.723877,954,E. pauciflora,19/02/2021,1553,Medium,3,No,NA,,,,,,,,,,,,,,
MON0974,-36.367767,148.790486,926.56604,955,E. rubida,19/02/2021,1601,medium,0,Yes,0.6,,,,,,,,,,,,,,
MON0975,-36.367766,148.790503,926.44458,956,E. pauciflora,19/02/2021,1601,Young,0,No,NA,,,,,,,,,,,,,,
MON0976,-36.361519,148.781105,953.659729,957,E. rubida,19/02/2021,1611,Large,0,Yes,0.2,,,,,,,,,,,,,,
MON0977,-36.352271,148.771219,1023.245239,958,E. rubida,19/02/2021,1615,Small,0,No,NA,,,,,,,,,,,,,,
MON0978,-36.352261,148.771224,1024.167725,959,E. dives,19/02/2021,1624,Medium,0,Yes,1.7,,,,,,,,,,,,,,
MON0979,-36.351908,148.764214,1076.443726,960,E. pauciflora,19/02/2021,1628,Medium,0,Yes,0.5,,,,,,,,,,,,,,
MON0980,-36.35349,148.758863,1080.319336,961,E. stellulata,19/02/2021,1632,Medium/large,0,Yes,0.2,,,,,,,,,,,,,,
MON0981,-36.360348,148.746643,1078.559692,962,E. pauciflora,19/02/2021,1636,old,80,No,NA,,,,,,,,,,,,,,
MON0982,-36.363523,148.730578,1080.156738,963,E. stellulata,19/02/2021,1641,Medium,5,Yes,0.2,,,,,,,,,,,,,,
MON0983,-36.362699,148.709751,1106.777466,964,E. pauciflora,19/02/2021,1641,Medium,2,Yes,0.5,,,,,,,,,,,,,,
MON0984,-36.362686,148.709743,1102.412476,965,E. stellulata,19/02/2021,1642,Small,0,No,NA,,,,,,,,,,,,,,
MON0985,-36.362031,148.704821,1103.535156,966,E. rubida,19/02/2021,1645,Young,0,No,NA,,,,,,,,,,,,,,
MON0986,-36.367213,148.690933,1110.953613,967,E. rubida,19/02/2021,1651,Medium,20,No,NA,,,,,,,,,,,,,,
MON0987,-36.367147,148.690904,1116.557373,968,E. stellulata,19/02/2021,1652,Medium,2,Yes,<0.1,,,,,,,,,,,,,,
MON0988,-36.368192,148.689038,1118.726318,969,E. pauciflora,19/02/2021,1656,medium,5,Yes,2,,,,,,,,,,,,,,
MON0989,-36.370767,148.686996,1100.157715,970,E. stellulata,19/02/2021,1659,Medium,15,Yes,<0.1,,,,,,,,,,,,,,
MON0990,-36.370957,148.686829,1101.546875,971,E. rubida,19/02/2021,1702,Young,0,No,<0.1,,,,,,,,,,,,,,
MON0991,-36.373501,148.684258,1097.660889,972,E. stellulata,19/02/2021,1707,Medium/large,2,Yes,0.2,,,,,,,,,,,,,,
MON0992,-36.381647,148.679469,1075.157959,973,E. stellulata,19/02/2021,1712,large,0,Yes,0.4,,,,,,,,,,,,,,
MON0993,-36.387741,148.674239,1068.034546,974,E. stellulata,19/02/2021,1716,Medium/large,10,Yes,0.2,,,,,,,,,,,,,,
MON0994,-36.392018,148.660692,1040.56604,975,E. rubida,19/02/2021,1722,Medium,0,Yes,0.2,,,,,,,,,,,,,,
MON0995,-36.392003,148.66068,1042.139038,976,E. pauciflora,19/02/2021,1723,Small/medium,0,Yes,0.5,,,,,,,,,,,,,,
MON0996,-36.395171,148.652229,973.153748,977,E. pauciflora,19/02/2021,1728,Medium/large,0,Yes,NA,,,,,,,,,,,,,,
MON0997,-36.40562,148.650689,980.482544,978,E. pauciflora,19/02/2021,1735,Medium,5,Yes,0.3,,,,,,,,,,,,,,
MON0998,-36.414403,148.640743,1021.977844,979,E. rubida,19/02/2021,1741,Large,5,Yes,1,,,,,,,,,,,,,,
MON0999,-36.414405,148.640759,1022.974915,980,E. pauciflora,19/02/2021,1742,Medium,10,Yes,1,,,,,,,,,,,,,,
MON1000,-36.409672,148.636426,969.899902,981,E. rubida,19/02/2021,1748,Medium,20,Yes,0.5,,,,,,,,,,,,,,
MON1001,,,,,E. rubida,,,Medium/large,0,Yes,<0.1,,,,,,,,,,,,,,
MON1002,,,,,E. rubida,,,Medium/large,10,yes,<0.1,,,,,,,,,,,,,,
MON1003,,,,,E. pauciflora,,,Medium/large,0,yes,1,,,,,,,,,,,,,,
MON1004,,,,,E. stellulata,,,small,0,yes,<0.1,,,,,,,,,,,,,,
MON1005,,,,,E. viminalis,,,large,90,no,NA,,,,,,,,,,,,,,
MON1006,,,,,E. rubida,,,Very large,50,yes,<0.1,,,,,,,,,,,,,,
MON1007,,,,,E. viminalis,,,Medium/large,50,no,NA,,,,,,,,,,,,,,
MON1008,,,,,E. pauciflora,,,,10,yes,<0.1,,,,,,,,,,,,,,
MON1009,,,,,E. stellulata,,,Large,5,yes,<0.1,,,,,,,,,,,,,,
MON1010,,,,,E. viminalis,,,,5,yes,<0.1,,,,,,,,,,,,,,
MON1011,,,,,E. viminalis,,,Medium/large,20,yes,<0.1,,,,,,,,,,,,,,
